iter	Accuracy	Logloss
141	0.9848484848	0.0734217594
142	0.9865319865	0.07244324776
143	0.9882154882	0.07183122272
144	0.9882154882	0.07139276585
145	0.9882154882	0.07108545298
146	0.9882154882	0.0702255803
147	0.9882154882	0.06913821607
148	0.9882154882	0.06866430164
149	0.9882154882	0.06794840916
150	0.9882154882	0.06551683782
151	0.9882154882	0.06529438103
152	0.9882154882	0.06462264676
153	0.9882154882	0.06420574129
154	0.9882154882	0.06388403183
155	0.9898989899	0.06330573542
156	0.9898989899	0.06301318297
157	0.9898989899	0.06280784612
158	0.9898989899	0.06253951865
159	0.9898989899	0.06179048153
160	0.9898989899	0.06071296441
161	0.9898989899	0.05982393346
162	0.9898989899	0.05949166032
163	0.9898989899	0.05944139409
164	0.9898989899	0.05901439582
165	0.9898989899	0.05885828767
166	0.9898989899	0.05816842105
167	0.9898989899	0.0579814521
168	0.9898989899	0.05750741709
169	0.9898989899	0.05718081387
170	0.9898989899	0.05665105059
171	0.9898989899	0.05649755187
172	0.9898989899	0.05619256727
173	0.9898989899	0.05571762021
174	0.9898989899	0.05485700697
175	0.9915824916	0.05330349953
176	0.9915824916	0.05278934757
177	0.9915824916	0.05267322449
178	0.9915824916	0.05244810806
179	0.9915824916	0.05237611884
180	0.9915824916	0.05236055838
181	0.9915824916	0.05218134211
182	0.9915824916	0.05213935842
183	0.9915824916	0.05199643658
184	0.9915824916	0.05179264648
185	0.9915824916	0.05170456304
186	0.9915824916	0.05070250937
187	0.9915824916	0.05002451289
188	0.9915824916	0.04962052362
189	0.9915824916	0.04934230428
190	0.9915824916	0.04913456075
191	0.9915824916	0.04902110314
192	0.9932659933	0.0480838648
193	0.9915824916	0.04780979218
194	0.9915824916	0.04765191588
195	0.9915824916	0.04724417129
196	0.9932659933	0.04688734531
197	0.9932659933	0.04655385345
198	0.9932659933	0.04609598637
199	0.9932659933	0.04600283546
200	0.9932659933	0.04568385495
201	0.9932659933	0.04557368712
202	0.9932659933	0.04532042802
203	0.9932659933	0.04521088506
204	0.9932659933	0.04477779528
205	0.9932659933	0.04429286696
206	0.9932659933	0.04413606916
207	0.9932659933	0.04382795887
208	0.9915824916	0.043059311
209	0.9932659933	0.04290835766
210	0.9915824916	0.04258292772
211	0.9915824916	0.04251406683
212	0.9915824916	0.0421337345
213	0.9915824916	0.04205730761
214	0.9915824916	0.04166008049
215	0.9915824916	0.04109555167
216	0.9915824916	0.0409310133
217	0.9915824916	0.04066598686
218	0.9915824916	0.04040545933
219	0.9915824916	0.04030508971
220	0.9932659933	0.04014362273
221	0.9932659933	0.04009799536
222	0.9932659933	0.04008194588
223	0.9932659933	0.04003838772
224	0.9932659933	0.03945000948
225	0.9932659933	0.03907811258
226	0.9932659933	0.03906468877
227	0.9932659933	0.03898735195
228	0.9932659933	0.03864718361
229	0.9932659933	0.03842435918
230	0.9932659933	0.03816234033
231	0.9932659933	0.0378938903
232	0.9932659933	0.03761592784
233	0.9932659933	0.03744507916
234	0.9932659933	0.03703618841
235	0.9932659933	0.03695274068
236	0.9932659933	0.03686136635
237	0.9932659933	0.03660600524
238	0.9932659933	0.03561956213
239	0.9932659933	0.03559553422
240	0.9949494949	0.03495472971
241	0.9949494949	0.03491427179
242	0.9949494949	0.03474659583
243	0.9949494949	0.0345607293
244	0.9949494949	0.03443467724
245	0.9949494949	0.03438863432
246	0.9949494949	0.03386602882
247	0.9949494949	0.03337853791
248	0.9949494949	0.03335538562
249	0.9949494949	0.0332866811
250	0.9949494949	0.03297847822
251	0.9949494949	0.03295480432
252	0.9949494949	0.0328581824
253	0.9949494949	0.03276445505
254	0.9949494949	0.03257828185
255	0.9949494949	0.03256699326
256	0.9949494949	0.0324538031
257	0.9949494949	0.03226336883
258	0.9949494949	0.03163546173
259	0.9949494949	0.03137392828
260	0.9949494949	0.03116655883
261	0.9949494949	0.03107123554
262	0.9949494949	0.03091546402
263	0.9949494949	0.03074971476
264	0.9949494949	0.03054161398
265	0.9949494949	0.03038161426
266	0.9949494949	0.03020086121
267	0.9949494949	0.03003560945
268	0.9949494949	0.02987747359
269	0.9966329966	0.02903358212
270	0.9966329966	0.02888826909
271	0.9966329966	0.02864571767
272	0.9966329966	0.02861212052
273	0.9966329966	0.02846512081
274	0.9966329966	0.02816348562
275	0.9966329966	0.02799180187
276	0.9966329966	0.02768742222
277	0.9966329966	0.0276472262
278	0.9966329966	0.02754745529
279	0.9966329966	0.02725112085
280	0.9966329966	0.02725112085
281	0.9966329966	0.02706559567
282	0.9966329966	0.02705725158
283	0.9966329966	0.02688519769
284	0.9966329966	0.02651763152
285	0.9966329966	0.02604677944
286	0.9966329966	0.02539811665
287	0.9966329966	0.02532724199
288	0.9966329966	0.02516458469
289	0.9966329966	0.02510996834
290	0.9966329966	0.02504918188
291	0.9966329966	0.02499773001
292	0.9966329966	0.02495150672
293	0.9966329966	0.02488259513
294	0.9966329966	0.02488259513
295	0.9966329966	0.02480222119
296	0.9966329966	0.02476933362
297	0.9966329966	0.0247582364
298	0.9966329966	0.02466668488
299	0.9966329966	0.02428135448
300	0.9966329966	0.02415175921
301	0.9966329966	0.02408649792
302	0.9966329966	0.02400214283
303	0.9966329966	0.02379150294
304	0.9966329966	0.02363046022
305	0.9966329966	0.02350517773
306	0.9966329966	0.02346772456
307	0.9966329966	0.02339173763
308	0.9966329966	0.02335174619
309	0.9966329966	0.02288683201
310	0.9966329966	0.02286363646
311	0.9966329966	0.02267756291
312	0.9966329966	0.02228857891
313	0.9966329966	0.02222138812
314	0.9966329966	0.0221870789
315	0.9966329966	0.0221173701
316	0.9966329966	0.02208572699
317	0.9966329966	0.02196894811
318	0.9966329966	0.02192073109
319	0.9966329966	0.02188895796
320	0.9966329966	0.02177976438
321	0.9966329966	0.02174950433
322	0.9966329966	0.02164132884
323	0.9966329966	0.02162346754
324	0.9966329966	0.0214986053
325	0.9966329966	0.02145177217
326	0.9966329966	0.02136239505
327	0.9966329966	0.02132766111
328	0.9966329966	0.02126607315
329	0.9966329966	0.02122559355
330	0.9966329966	0.02122556821
331	0.9966329966	0.0211567597
332	0.9966329966	0.02115663335
333	0.9966329966	0.02111777838
334	0.9966329966	0.02074898741
335	0.9966329966	0.02074898084
336	0.9966329966	0.02074890137
337	0.9966329966	0.02072928376
338	0.9966329966	0.02072754359
339	0.9966329966	0.02066197689
340	0.9966329966	0.02062025948
341	0.9966329966	0.02057875388
342	0.9983164983	0.02032087711
343	0.9983164983	0.02028370034
344	0.9983164983	0.02027029321
345	0.9983164983	0.02024248414
346	0.9983164983	0.02020581279
347	0.9983164983	0.02020581279
348	0.9983164983	0.02018095215
349	0.9983164983	0.01993775454
350	0.9983164983	0.0199078651
351	0.9983164983	0.01985263343
352	1	0.01959644644
353	1	0.01933498614
354	1	0.01920671973
355	1	0.01910927696
356	1	0.01906375987
357	1	0.01906375327
358	1	0.01904368118
359	1	0.01889584815
360	1	0.01884797975
361	1	0.01882610721
362	1	0.01876647713
363	1	0.0186962063
364	1	0.01861073425
365	1	0.01846883081
366	1	0.01845765968
367	1	0.01823584181
368	1	0.01818883853
369	1	0.01798676239
370	1	0.01796635505
371	1	0.01796632276
372	1	0.01796631369
373	1	0.01778831961
374	1	0.01756643631
375	1	0.01752738303
376	1	0.01751122189
377	1	0.01741342458
378	1	0.01738182596
379	1	0.01729806062
380	1	0.01729780415
381	1	0.0172580765
382	1	0.01721664241
383	1	0.01719249902
384	1	0.01714056678
385	1	0.01704684785
386	1	0.01703648362
387	1	0.01699109908
388	1	0.01695359616
389	1	0.01683880675
390	1	0.01671889979
391	1	0.0166945666
392	1	0.01668073448
393	1	0.01665642411
394	1	0.01665638212
395	1	0.01661240185
396	1	0.01652872586
397	1	0.01648656136
398	1	0.01647838019
399	1	0.01647834879
400	1	0.01647814938
401	1	0.01646698334
402	1	0.01643633206
403	1	0.01643628128
404	1	0.01638931515
405	1	0.01638705445
406	1	0.01635944886
407	1	0.01633881012
408	1	0.01633700403
409	1	0.01633359932
410	1	0.01633336991
411	1	0.0163094249
412	1	0.01626350176
413	1	0.01612444245
414	1	0.01609470636
415	1	0.01602855617
416	1	0.01593213382
417	1	0.01581467888
418	1	0.01578347956
419	1	0.01562620801
420	1	0.01546724108
421	1	0.0154388291
422	1	0.01539412319
423	1	0.01539409422
424	1	0.01539407768
425	1	0.01539406875
426	1	0.01534782083
427	1	0.0153357442
428	1	0.01533570443
429	1	0.01524154768
430	1	0.01518530441
431	1	0.01518526035
432	1	0.01518521806
433	1	0.01517340735
434	1	0.01513308586
435	1	0.01511463837
436	1	0.01510777748
437	1	0.0150488983
438	1	0.01498700851
439	1	0.01493734041
440	1	0.01486624874
441	1	0.01484843373
442	1	0.01477570193
443	1	0.01462233203
444	1	0.01462140849
445	1	0.01457658309
446	1	0.01438279662
447	1	0.01435080751
448	1	0.01432286282
449	1	0.01428462044
450	1	0.01428457629
451	1	0.0142419108
452	1	0.01421711116
453	1	0.01421708763
454	1	0.01420290311
455	1	0.01413311647
456	1	0.01411168211
457	1	0.01410593345
458	1	0.01403155737
459	1	0.01402610909
460	1	0.01402607433
461	1	0.01402539344
462	1	0.01402538455
463	1	0.01398877333
464	1	0.01396111803
465	1	0.01392349216
466	1	0.01385998069
467	1	0.01384361057
468	1	0.01376908274
469	1	0.0137460788
470	1	0.01371328645
471	1	0.01369686994
472	1	0.01369681547
473	1	0.01369675842
474	1	0.01369615004
475	1	0.01332755274
476	1	0.01332745949
477	1	0.01332745551
478	1	0.01332745551
479	1	0.01332743551
480	1	0.0133008947
481	1	0.01330085699
482	1	0.0132603514
483	1	0.01326028989
484	1	0.01326022613
485	1	0.01321218875
486	1	0.01318937302
487	1	0.01318935609
488	1	0.0131662877
489	1	0.01314632381
490	1	0.01306198039
491	1	0.01306197029
492	1	0.01306195235
493	1	0.01304343406
494	1	0.01304331786
495	1	0.0130431979
496	1	0.0130425527
497	1	0.01304251839
498	1	0.01304228355
499	1	0.01304226712
