iter	Passed	Remaining
354	846	345
355	848	343
356	850	340
357	852	338
358	854	335
359	857	333
360	860	331
361	861	328
362	865	326
363	867	324
364	869	321
365	871	319
366	874	316
367	875	314
368	877	311
369	880	309
370	882	306
371	884	304
372	886	301
373	888	299
374	890	296
375	892	294
376	895	292
377	897	289
378	899	287
379	901	284
380	903	282
381	905	279
382	907	277
383	910	274
384	912	272
385	914	270
386	916	267
387	918	265
388	920	262
389	922	260
390	925	257
391	928	255
392	930	253
393	932	250
394	934	248
395	936	245
396	938	243
397	940	241
398	942	238
399	944	236
400	946	233
401	948	231
402	952	229
403	954	226
404	956	224
405	958	221
406	960	219
407	962	217
408	964	214
409	967	212
410	969	209
411	971	207
412	973	205
413	976	202
414	978	200
415	981	198
416	983	195
417	986	193
418	988	191
419	990	188
420	992	186
421	994	183
422	996	181
423	998	178
424	1000	176
425	1002	174
426	1005	171
427	1007	169
428	1011	167
429	1014	165
430	1016	162
431	1018	160
432	1020	157
433	1023	155
434	1025	153
435	1027	150
436	1029	148
437	1031	146
438	1034	143
439	1036	141
440	1038	138
441	1041	136
442	1043	134
443	1045	131
444	1047	129
445	1049	127
446	1052	124
447	1054	122
448	1056	120
449	1058	117
450	1061	115
451	1063	112
452	1066	110
453	1068	108
454	1070	105
455	1072	103
456	1074	101
457	1075	98
458	1077	96
459	1080	93
460	1082	91
461	1084	89
462	1086	86
463	1088	84
464	1090	82
465	1093	79
466	1096	77
467	1098	75
468	1100	72
469	1102	70
470	1104	68
471	1107	65
472	1109	63
473	1111	60
474	1113	58
475	1115	56
476	1117	53
477	1119	51
478	1121	49
479	1123	46
480	1126	44
481	1128	42
482	1130	39
483	1132	37
484	1134	35
485	1136	32
486	1138	30
487	1139	28
488	1141	25
489	1143	23
490	1146	21
491	1148	18
492	1150	16
493	1152	13
494	1154	11
495	1157	9
496	1159	6
497	1161	4
498	1163	2
499	1165	0
