iter	Accuracy	Logloss
203	1	0.0278479617
204	1	0.02780163248
205	1	0.02750709324
206	1	0.02717613924
207	1	0.02694879905
208	1	0.02676151664
209	1	0.02653242171
210	1	0.02638982412
211	1	0.02631386821
212	1	0.02626909368
213	1	0.02602706793
214	1	0.02595409415
215	1	0.02588322732
216	1	0.0257713022
217	1	0.02557953416
218	1	0.02527295579
219	1	0.02522807415
220	1	0.02488328871
221	1	0.02463162605
222	1	0.02449677421
223	1	0.02447219425
224	1	0.02442013306
225	1	0.02437637144
226	1	0.02432945756
227	1	0.0241038081
228	1	0.0239037648
229	1	0.02372172215
230	1	0.02354809546
231	1	0.0234991997
232	1	0.02323107983
233	1	0.02311164121
234	1	0.02301503537
235	1	0.02288861067
236	1	0.02252421904
237	1	0.02220366997
238	1	0.02217687687
239	1	0.02215500293
240	1	0.02209566023
241	1	0.0220516781
242	1	0.02192111316
243	1	0.02183586618
244	1	0.02148315387
245	1	0.02142288716
246	1	0.02127129878
247	1	0.02121922961
248	1	0.02100425218
249	1	0.02076338587
250	1	0.0203910265
251	1	0.02024373697
252	1	0.0199158879
253	1	0.0198088282
254	1	0.01978231269
255	1	0.01971911687
256	1	0.01969941691
257	1	0.01953286091
258	1	0.01939091668
259	1	0.01932360894
260	1	0.0191795001
261	1	0.0190487236
262	1	0.01895699789
263	1	0.01895385513
264	1	0.01892221499
265	1	0.01892205198
266	1	0.01890958205
267	1	0.01885123345
268	1	0.01867877437
269	1	0.01865617706
270	1	0.01865181387
271	1	0.01851176592
272	1	0.01849284618
273	1	0.01841518785
274	1	0.01812994999
275	1	0.0180863609
276	1	0.01805013365
277	1	0.01803375493
278	1	0.01795600061
279	1	0.01784092763
280	1	0.01777833279
281	1	0.01771412523
282	1	0.0176447901
283	1	0.01757934507
284	1	0.01757932994
285	1	0.01752438812
286	1	0.01748207789
287	1	0.01743070052
288	1	0.0174165682
289	1	0.01734744693
290	1	0.01728592873
291	1	0.01718065782
292	1	0.01713879307
293	1	0.01705056641
294	1	0.01696226432
295	1	0.01655438466
296	1	0.01639525787
297	1	0.016332075
298	1	0.01626819754
299	1	0.01626817035
300	1	0.01623377665
301	1	0.01612573473
302	1	0.01607449606
303	1	0.01593724149
304	1	0.01582592189
305	1	0.01565217157
306	1	0.01555466325
307	1	0.01543741597
308	1	0.01540251992
309	1	0.0153606384
310	1	0.0152923774
311	1	0.01522569443
312	1	0.01511286293
313	1	0.01511268956
314	1	0.01498863049
315	1	0.01496163421
316	1	0.01496127163
317	1	0.01491339027
318	1	0.01482131205
319	1	0.01475071715
320	1	0.01469578139
321	1	0.01460687983
322	1	0.0146068507
323	1	0.01453196807
324	1	0.01444619036
325	1	0.01443943522
326	1	0.01423915719
327	1	0.0142222095
328	1	0.01421642231
329	1	0.01419685229
330	1	0.01418660188
331	1	0.01416552423
332	1	0.01410276356
333	1	0.01410275684
334	1	0.01409630147
335	1	0.01401876208
336	1	0.01393500027
337	1	0.01388694502
338	1	0.01388679637
339	1	0.01386653846
340	1	0.01372727648
341	1	0.01372725772
342	1	0.01369271276
343	1	0.0135641089
344	1	0.01356390598
345	1	0.01347998818
346	1	0.01345018831
347	1	0.01344996386
348	1	0.01338892625
349	1	0.01308805654
350	1	0.01304913418
351	1	0.01299571418
352	1	0.0129917195
353	1	0.01292830859
354	1	0.0128483597
355	1	0.01279110954
356	1	0.01270456829
357	1	0.01262482348
358	1	0.0125795095
359	1	0.01254550115
360	1	0.01252647018
361	1	0.01248872305
362	1	0.01242739831
363	1	0.01230953415
364	1	0.0122289841
365	1	0.01220239021
366	1	0.0121689647
367	1	0.01215441493
368	1	0.0120371633
369	1	0.01192045036
370	1	0.01181499817
371	1	0.01179123781
372	1	0.01172582953
373	1	0.01169655302
374	1	0.01168651081
375	1	0.01166418065
376	1	0.01158531193
377	1	0.01153105335
378	1	0.01149157996
379	1	0.01142650061
380	1	0.01137476892
381	1	0.01136638388
382	1	0.01128679164
383	1	0.01122748284
384	1	0.01120399735
385	1	0.01116935133
386	1	0.01116930831
387	1	0.01111415929
388	1	0.01111400434
389	1	0.0110025126
390	1	0.01099110722
391	1	0.01086966058
392	1	0.01080172583
393	1	0.01074504863
394	1	0.01074502719
395	1	0.01072636285
396	1	0.01069880116
397	1	0.01069878152
398	1	0.010670384
399	1	0.01063420584
400	1	0.01058506533
401	1	0.01058502824
402	1	0.01055624872
403	1	0.01055567943
404	1	0.01053253817
405	1	0.0104875603
406	1	0.01038798374
407	1	0.01036013509
408	1	0.01036008432
409	1	0.01035230557
410	1	0.01030734419
411	1	0.01026011577
412	1	0.01026011501
413	1	0.010225514
414	1	0.01022533732
415	1	0.01022458731
416	1	0.01016297518
417	1	0.01010312782
418	1	0.01004078612
419	1	0.01004077387
420	1	0.0100404897
421	1	0.00997677759
422	1	0.009941887953
423	1	0.009941460322
424	1	0.00994142354
425	1	0.009931607417
426	1	0.009931569327
427	1	0.009919122785
428	1	0.009863732365
429	1	0.009752739823
430	1	0.009714548456
431	1	0.009669378449
432	1	0.009669345259
433	1	0.009635944593
434	1	0.009604760859
435	1	0.00950599575
436	1	0.009409278079
437	1	0.009321120217
438	1	0.009289685077
439	1	0.009289608305
440	1	0.009265134517
441	1	0.009265126768
442	1	0.009228714401
443	1	0.009147553766
444	1	0.009103611886
445	1	0.009091436092
446	1	0.009091435181
447	1	0.009057057394
448	1	0.009057033822
449	1	0.008992393077
450	1	0.00896498971
451	1	0.008897805526
452	1	0.008897667457
453	1	0.008891939571
454	1	0.008844049177
455	1	0.008844028927
456	1	0.008827183193
457	1	0.008827143348
458	1	0.00879207942
459	1	0.008791517551
460	1	0.008791507372
461	1	0.008791494293
462	1	0.008748317453
463	1	0.008748295386
464	1	0.008747990504
465	1	0.00872615822
466	1	0.008706978585
467	1	0.008678239191
468	1	0.008632812984
469	1	0.008535867793
470	1	0.008533749168
471	1	0.00853372927
472	1	0.008506938356
473	1	0.008464954887
474	1	0.008464872818
475	1	0.008464872818
476	1	0.008419353527
477	1	0.008418010317
478	1	0.008341276381
479	1	0.008322069308
480	1	0.008279513089
481	1	0.008279501804
482	1	0.008279444298
483	1	0.008278679571
484	1	0.008278590734
485	1	0.008278577485
486	1	0.008278545814
487	1	0.008278478777
488	1	0.008278447194
489	1	0.008273187862
490	1	0.008273187862
491	1	0.00825447359
492	1	0.008230113815
493	1	0.008200131862
494	1	0.008200120996
495	1	0.00817258464
496	1	0.008172524048
497	1	0.008151099597
498	1	0.008151067097
499	1	0.008140244515
