iter	Logloss	Accuracy
202	0.334411467	0.8804713805
203	0.3343231509	0.8804713805
204	0.3342601892	0.8804713805
205	0.3339083893	0.8804713805
206	0.3334833524	0.8821548822
207	0.3330838753	0.8821548822
208	0.332688611	0.8821548822
209	0.3326113409	0.8821548822
210	0.3323480625	0.8804713805
211	0.3320730447	0.8804713805
212	0.3318814364	0.8821548822
213	0.3317868782	0.8821548822
214	0.3314631298	0.8838383838
215	0.3305715439	0.8838383838
216	0.3302624635	0.8838383838
217	0.3301026315	0.8838383838
218	0.3296139393	0.8855218855
219	0.3294823643	0.8855218855
220	0.3287682068	0.8855218855
221	0.3279668121	0.8838383838
222	0.327720154	0.8855218855
223	0.327204335	0.8855218855
224	0.3269485833	0.8855218855
225	0.3266709196	0.8855218855
226	0.3264584268	0.8855218855
227	0.3261392253	0.8855218855
228	0.3256648927	0.8855218855
229	0.3252382632	0.8855218855
230	0.3252161456	0.8855218855
231	0.3247874867	0.8855218855
232	0.3242901375	0.8855218855
233	0.3240298133	0.8855218855
234	0.3236181086	0.8855218855
235	0.3235520385	0.8855218855
236	0.3232584481	0.8855218855
237	0.3228848133	0.8855218855
238	0.3228212607	0.8855218855
239	0.3227116749	0.8855218855
240	0.3221221307	0.8855218855
241	0.3216202347	0.8855218855
242	0.3212520201	0.8855218855
243	0.3209370314	0.8855218855
244	0.3207478122	0.8855218855
245	0.320248896	0.8872053872
246	0.3200499666	0.8888888889
247	0.3198604391	0.8888888889
248	0.3196118801	0.8888888889
249	0.3195058906	0.8888888889
250	0.3188943831	0.8888888889
251	0.3187900633	0.8888888889
252	0.3187779899	0.8888888889
253	0.3184165569	0.8888888889
254	0.3181710291	0.8922558923
255	0.3177280105	0.8905723906
256	0.3173879501	0.8888888889
257	0.3171163231	0.8922558923
258	0.3167649086	0.8922558923
259	0.3166020454	0.8922558923
260	0.3163075559	0.8922558923
261	0.316109911	0.8922558923
262	0.3160278372	0.8922558923
263	0.3153927479	0.8905723906
264	0.3153024795	0.8922558923
265	0.3150993887	0.8922558923
266	0.3146811848	0.8939393939
267	0.314521918	0.8922558923
268	0.3134839607	0.8956228956
269	0.3132439302	0.8973063973
270	0.3131623958	0.8973063973
271	0.3127929739	0.8973063973
272	0.3122819843	0.8973063973
273	0.3120681814	0.8973063973
274	0.3119493735	0.8956228956
275	0.3117855085	0.8956228956
276	0.3114941273	0.8973063973
277	0.3110775418	0.898989899
278	0.3109824698	0.898989899
279	0.3109502824	0.898989899
280	0.3103959312	0.898989899
281	0.3103328923	0.898989899
282	0.3101537942	0.898989899
283	0.3099433822	0.898989899
284	0.309514081	0.8973063973
285	0.3090514623	0.8973063973
286	0.3089326287	0.898989899
287	0.3088432338	0.898989899
288	0.3087849473	0.898989899
289	0.3087755197	0.898989899
290	0.3085542416	0.898989899
291	0.3082564383	0.898989899
292	0.3081276634	0.898989899
293	0.3080239344	0.898989899
294	0.3077689534	0.898989899
295	0.307722766	0.898989899
296	0.3073280412	0.8973063973
297	0.3068949638	0.898989899
298	0.3064758609	0.898989899
299	0.3063778091	0.9006734007
300	0.3063123298	0.9006734007
301	0.3062088321	0.9023569024
302	0.3059860897	0.9023569024
303	0.3057965622	0.904040404
304	0.3053019874	0.904040404
305	0.3052605266	0.904040404
306	0.3049928042	0.9023569024
307	0.3049529875	0.9023569024
308	0.3047114157	0.9023569024
309	0.3045454443	0.9023569024
310	0.304353425	0.9023569024
311	0.3041193285	0.904040404
312	0.3036040746	0.904040404
313	0.3032435664	0.904040404
314	0.30300518	0.904040404
315	0.3027707752	0.904040404
316	0.3027102281	0.904040404
317	0.3024942417	0.904040404
318	0.302342219	0.904040404
319	0.3023052794	0.904040404
320	0.3021101004	0.904040404
321	0.3018270165	0.904040404
322	0.3017100068	0.904040404
323	0.3016217935	0.904040404
324	0.3005239827	0.904040404
325	0.3004679311	0.904040404
326	0.3002466272	0.904040404
327	0.300193016	0.904040404
328	0.3001160541	0.904040404
329	0.299719377	0.9057239057
330	0.2996054498	0.9057239057
331	0.2995473431	0.9057239057
332	0.2993719955	0.9057239057
333	0.2985181712	0.9057239057
334	0.2984112569	0.9057239057
335	0.298364042	0.9057239057
336	0.297983343	0.9057239057
337	0.2978887847	0.9057239057
338	0.2977617052	0.9057239057
339	0.2975607721	0.9057239057
340	0.2973754575	0.9057239057
341	0.297210308	0.9057239057
342	0.2968085189	0.9057239057
343	0.2964636292	0.9057239057
344	0.2963459002	0.9057239057
345	0.2961130881	0.9074074074
346	0.2959468598	0.9074074074
347	0.2957397615	0.9074074074
348	0.2953330403	0.9074074074
349	0.2950360333	0.9074074074
350	0.2949227998	0.9074074074
351	0.2946375067	0.9090909091
352	0.2941281611	0.9090909091
353	0.2939738007	0.9090909091
354	0.2938677341	0.9090909091
355	0.2937233151	0.9090909091
356	0.2935786392	0.9090909091
357	0.2933929649	0.9090909091
358	0.2932081126	0.9090909091
359	0.2928115382	0.9090909091
360	0.292711046	0.9090909091
361	0.2926985102	0.9090909091
362	0.2926230126	0.9090909091
363	0.2924992468	0.9090909091
364	0.2923751728	0.9090909091
365	0.291817816	0.9107744108
366	0.2916547987	0.9107744108
367	0.2915564386	0.9107744108
368	0.2913757221	0.9107744108
369	0.2912641069	0.9107744108
370	0.2912251379	0.9107744108
371	0.2910129534	0.9107744108
372	0.290913797	0.9107744108
373	0.2908200864	0.9107744108
374	0.2907593082	0.9124579125
375	0.2904506388	0.9124579125
376	0.2903763742	0.9124579125
377	0.2901901091	0.9124579125
378	0.2901760833	0.9124579125
379	0.289793843	0.9124579125
380	0.2897576483	0.9124579125
381	0.2896274348	0.9124579125
382	0.2895627776	0.9124579125
383	0.2892549817	0.9141414141
384	0.2889765473	0.9141414141
385	0.288928459	0.9141414141
386	0.2888204144	0.9141414141
387	0.288780572	0.9141414141
388	0.2885953601	0.9141414141
389	0.2882005582	0.9141414141
390	0.2880616878	0.9141414141
391	0.2878890118	0.9141414141
392	0.2877342661	0.9141414141
393	0.2876204417	0.9124579125
394	0.2875745369	0.9141414141
395	0.2875308669	0.9141414141
396	0.2874181214	0.9141414141
397	0.2873666166	0.9141414141
398	0.2872267187	0.9141414141
399	0.2871850524	0.9141414141
400	0.2871559734	0.9141414141
401	0.2871312613	0.9141414141
402	0.2870004827	0.9141414141
403	0.286784856	0.9141414141
404	0.2865188547	0.9141414141
405	0.2864846124	0.9141414141
406	0.2861709852	0.9141414141
407	0.2858273028	0.9141414141
408	0.2857740768	0.9141414141
409	0.2857379335	0.9141414141
410	0.285438255	0.9124579125
411	0.2853257407	0.9124579125
412	0.2851123489	0.9124579125
413	0.2850890497	0.9124579125
414	0.2849577316	0.9141414141
415	0.2847155947	0.9141414141
416	0.2844655458	0.9141414141
417	0.2843568847	0.9141414141
418	0.2842410823	0.9141414141
419	0.28412099	0.9141414141
420	0.2840960981	0.9141414141
421	0.2837560891	0.9141414141
422	0.2836678245	0.9141414141
423	0.2834784768	0.9141414141
424	0.2833293568	0.9124579125
425	0.2829586761	0.9124579125
426	0.2829103566	0.9124579125
427	0.2828384554	0.9124579125
428	0.2826968106	0.9124579125
429	0.2823639944	0.9141414141
430	0.2823531282	0.9141414141
431	0.282045846	0.9141414141
432	0.2818191991	0.9141414141
433	0.2816698993	0.9158249158
434	0.2815410986	0.9158249158
435	0.2813586611	0.9158249158
436	0.2812782056	0.9158249158
437	0.2811699299	0.9158249158
438	0.2810634266	0.9158249158
439	0.2808306916	0.9158249158
440	0.280659788	0.9158249158
441	0.2805122864	0.9141414141
442	0.2804547705	0.9141414141
443	0.2799639975	0.9124579125
444	0.2797880333	0.9124579125
445	0.2797398936	0.9124579125
446	0.2796161793	0.9124579125
447	0.2794347692	0.9124579125
448	0.27920897	0.9124579125
449	0.2791843093	0.9124579125
450	0.2790397875	0.9124579125
451	0.2789652918	0.9124579125
452	0.2787925129	0.9124579125
453	0.2785987212	0.9124579125
454	0.2785827688	0.9124579125
455	0.278510996	0.9124579125
456	0.2784125331	0.9107744108
457	0.278254448	0.9124579125
458	0.2782495158	0.9124579125
459	0.2779334483	0.9124579125
460	0.2778316459	0.9124579125
461	0.2775485363	0.9124579125
462	0.2772637826	0.9141414141
463	0.2771146627	0.9141414141
464	0.2770584826	0.9141414141
465	0.2767056038	0.9141414141
466	0.2764723036	0.9141414141
467	0.2761509956	0.9158249158
468	0.2760069619	0.9175084175
469	0.2759050055	0.9175084175
470	0.2755681304	0.9175084175
471	0.275538178	0.9175084175
472	0.2754392784	0.9175084175
473	0.2750960584	0.9175084175
474	0.2750098232	0.9175084175
475	0.2749720615	0.9175084175
476	0.2748464976	0.9175084175
477	0.2745439934	0.9175084175
478	0.2743287006	0.9175084175
479	0.2740775728	0.9175084175
480	0.273936673	0.9175084175
481	0.2735638602	0.9158249158
482	0.2732241338	0.9158249158
483	0.2731655134	0.9158249158
484	0.2730045511	0.9175084175
485	0.2727331296	0.9175084175
486	0.2726932102	0.9175084175
487	0.2723972565	0.9158249158
488	0.272204595	0.9158249158
489	0.2720925174	0.9158249158
490	0.271854696	0.9175084175
491	0.2717322918	0.9175084175
492	0.2714901292	0.9191919192
493	0.271316888	0.9191919192
494	0.2713020402	0.9191919192
495	0.2712345316	0.9191919192
496	0.271208792	0.9191919192
497	0.271194047	0.9191919192
498	0.2711696946	0.9191919192
499	0.2705182162	0.9191919192
500	0.2704492434	0.9191919192
501	0.2702951399	0.9191919192
502	0.2702285047	0.9191919192
503	0.2700998839	0.9191919192
504	0.2698931967	0.9191919192
505	0.2698680993	0.9191919192
506	0.2697439483	0.9191919192
507	0.2694910737	0.9191919192
508	0.2694028861	0.9191919192
509	0.2691464922	0.9191919192
510	0.2688459403	0.9191919192
511	0.2687278259	0.9191919192
512	0.2686433375	0.9191919192
513	0.2686091979	0.9191919192
514	0.2685300011	0.9191919192
515	0.268467399	0.9191919192
516	0.2684108336	0.9191919192
517	0.2683753839	0.9191919192
518	0.2680775549	0.9191919192
519	0.2679691507	0.9191919192
520	0.267887565	0.9191919192
521	0.267836574	0.9191919192
522	0.2676917953	0.9191919192
523	0.2676312996	0.9191919192
524	0.2675541322	0.9191919192
525	0.2674491703	0.9191919192
526	0.2673966636	0.9191919192
527	0.2673651698	0.9191919192
528	0.2670898438	0.9191919192
529	0.2667679193	0.9191919192
530	0.2665823991	0.9208754209
531	0.2665435072	0.9208754209
532	0.2664980904	0.9208754209
533	0.2664890225	0.9208754209
534	0.2663705485	0.9208754209
535	0.2662579572	0.9208754209
536	0.2661420263	0.9208754209
537	0.2659454859	0.9208754209
538	0.2658475112	0.9208754209
539	0.2657842154	0.9208754209
540	0.2657335583	0.9208754209
541	0.2656390258	0.9208754209
542	0.2655495538	0.9208754209
543	0.2655196527	0.9208754209
544	0.2653116811	0.9208754209
545	0.2651674418	0.9208754209
546	0.2651073571	0.9208754209
547	0.2649468316	0.9208754209
548	0.2649446738	0.9208754209
549	0.2647807831	0.9208754209
550	0.2643859041	0.9208754209
551	0.264369438	0.9208754209
552	0.2642082959	0.9208754209
553	0.2639926435	0.9208754209
554	0.263673108	0.9208754209
555	0.2633985012	0.9208754209
556	0.2631217879	0.9208754209
557	0.2630104553	0.9208754209
558	0.2628875116	0.9208754209
559	0.2628729721	0.9208754209
560	0.2628355444	0.9208754209
561	0.2623033363	0.9208754209
562	0.2622551452	0.9191919192
563	0.2622013798	0.9208754209
564	0.2620915885	0.9208754209
565	0.2620419589	0.9208754209
566	0.2618723397	0.9208754209
567	0.2617393006	0.9191919192
568	0.2615565547	0.9208754209
569	0.2613552877	0.9208754209
570	0.2611341637	0.9191919192
571	0.2610218806	0.9191919192
572	0.2608041988	0.9208754209
573	0.2607220993	0.9208754209
574	0.2606774019	0.9208754209
575	0.2605794271	0.9208754209
576	0.2605267663	0.9208754209
577	0.2605055735	0.9208754209
578	0.2604155878	0.9208754209
579	0.2600815898	0.9208754209
580	0.2600046794	0.9208754209
581	0.2596989641	0.9175084175
582	0.2595200972	0.9175084175
583	0.2592218059	0.9175084175
584	0.2591749506	0.9191919192
585	0.2590114709	0.9175084175
586	0.2588944869	0.9175084175
587	0.2586909336	0.9175084175
588	0.2586782436	0.9175084175
589	0.258434925	0.9175084175
590	0.2583249795	0.9175084175
591	0.2580146147	0.9175084175
592	0.2577516447	0.9191919192
593	0.2577214097	0.9191919192
594	0.2576400294	0.9191919192
595	0.2574875443	0.9191919192
596	0.2574533019	0.9191919192
597	0.2572317926	0.9191919192
598	0.256969773	0.9191919192
599	0.2569279012	0.9191919192
600	0.2569145434	0.9191919192
601	0.2568845909	0.9191919192
602	0.2568582092	0.9191919192
603	0.2568386604	0.9191919192
604	0.2565565013	0.9191919192
605	0.2561107083	0.9191919192
606	0.2560232914	0.9191919192
607	0.255931302	0.9191919192
608	0.2558591695	0.9191919192
609	0.2556331647	0.9191919192
610	0.2555850764	0.9191919192
611	0.2551886562	0.9191919192
612	0.2551071218	0.9191919192
613	0.2550579033	0.9191919192
614	0.254894552	0.9191919192
615	0.2548840969	0.9191919192
616	0.2544004138	0.9191919192
617	0.2542692242	0.9191919192
618	0.2542413525	0.9191919192
619	0.2541765926	0.9191919192
620	0.2541586622	0.9191919192
621	0.2541130914	0.9191919192
622	0.253837791	0.9191919192
623	0.2534486405	0.9208754209
624	0.253319583	0.9208754209
625	0.2533015498	0.9208754209
626	0.2531236848	0.9208754209
627	0.2530453101	0.9208754209
628	0.2530123521	0.9208754209
629	0.2528287329	0.9208754209
630	0.2525662766	0.9208754209
631	0.2521164506	0.9208754209
632	0.2519436461	0.9208754209
633	0.251670786	0.9208754209
634	0.2514128252	0.9208754209
635	0.2513897828	0.9225589226
636	0.2512998741	0.9225589226
637	0.25094381	0.9225589226
638	0.2508647161	0.9225589226
639	0.250827237	0.9208754209
640	0.250754899	0.9225589226
641	0.2505749019	0.9225589226
642	0.250536164	0.9225589226
643	0.2503675981	0.9225589226
644	0.2503366181	0.9225589226
645	0.2501724706	0.9225589226
646	0.250161476	0.9225589226
647	0.2500388662	0.9225589226
648	0.2499722567	0.9225589226
649	0.2498916472	0.9225589226
650	0.24977492	0.9225589226
651	0.249507249	0.9208754209
652	0.2494629626	0.9208754209
653	0.2493098866	0.9208754209
654	0.2492873067	0.9208754209
655	0.2491252655	0.9208754209
656	0.2488632459	0.9208754209
657	0.2488302109	0.9208754209
658	0.2487613665	0.9208754209
659	0.24872977	0.9225589226
660	0.2485752555	0.9208754209
661	0.2484556513	0.9225589226
662	0.2482745238	0.9225589226
663	0.2481882115	0.9225589226
664	0.2477700333	0.9208754209
665	0.2477479928	0.9208754209
666	0.2477142128	0.9208754209
667	0.2476433134	0.9208754209
668	0.2476370969	0.9208754209
669	0.2476202454	0.9208754209
670	0.2475813535	0.9208754209
671	0.2475430267	0.9208754209
672	0.2474878485	0.9208754209
673	0.2474588208	0.9208754209
674	0.24745114	0.9208754209
675	0.2471431642	0.9208754209
676	0.246977424	0.9208754209
677	0.2469498349	0.9208754209
678	0.2468782419	0.9208754209
679	0.2468512949	0.9208754209
680	0.2467630817	0.9208754209
681	0.2467223659	0.9208754209
682	0.2464051166	0.9208754209
683	0.2463747275	0.9208754209
684	0.2463492705	0.9208754209
685	0.2463173914	0.9225589226
686	0.2460259332	0.9225589226
687	0.2458795104	0.9225589226
688	0.2456527864	0.9225589226
689	0.2452758121	0.9225589226
690	0.2452471698	0.9225589226
691	0.245091191	0.9225589226
692	0.2450477009	0.9225589226
693	0.2444572063	0.9259259259
694	0.2442331539	0.9242424242
695	0.2441525957	0.9242424242
696	0.2441137038	0.9242424242
697	0.2440271859	0.9242424242
698	0.2439940481	0.9242424242
699	0.2439219671	0.9242424242
700	0.2438647338	0.9242424242
701	0.2438170308	0.9242424242
702	0.2437727443	0.9242424242
703	0.2437046449	0.9242424242
704	0.2435294	0.9242424242
705	0.2435096715	0.9242424242
706	0.2434767906	0.9242424242
707	0.2433853149	0.9242424242
708	0.2431577432	0.9242424242
709	0.2431548918	0.9242424242
710	0.2426982841	0.9242424242
711	0.2425503201	0.9242424242
712	0.2425159493	0.9242424242
713	0.2423422971	0.9242424242
714	0.2422934638	0.9242424242
715	0.2422699077	0.9242424242
716	0.2422536214	0.9242424242
717	0.2420417709	0.9259259259
718	0.242002545	0.9259259259
719	0.2419481888	0.9259259259
720	0.2418778802	0.9259259259
721	0.2417943935	0.9259259259
722	0.241761975	0.9259259259
723	0.2416241578	0.9259259259
724	0.2413731842	0.9259259259
725	0.241358696	0.9259259259
726	0.2413175949	0.9259259259
727	0.2412483652	0.9259259259
728	0.2410913589	0.9242424242
729	0.2410463018	0.9242424242
730	0.2410181219	0.9242424242
731	0.240975351	0.9242424242
732	0.2408861359	0.9242424242
733	0.2408055007	0.9242424242
734	0.2407885465	0.9242424242
735	0.2405764647	0.9242424242
736	0.2405638004	0.9242424242
737	0.2403156268	0.9242424242
738	0.2402241254	0.9242424242
739	0.2400520145	0.9242424242
740	0.2396858292	0.9242424242
741	0.2396566731	0.9242424242
742	0.239528001	0.9242424242
743	0.2393280183	0.9225589226
744	0.2392189719	0.9225589226
745	0.2389283614	0.9225589226
746	0.2388844089	0.9225589226
747	0.2381501374	0.9242424242
748	0.2380046909	0.9242424242
749	0.237722429	0.9242424242
750	0.2376537387	0.9242424242
751	0.2376057532	0.9242424242
752	0.2374225963	0.9242424242
753	0.2372819021	0.9242424242
754	0.2372156008	0.9242424242
755	0.2368397311	0.9225589226
756	0.2364683312	0.9259259259
757	0.2363958905	0.9242424242
758	0.2363008184	0.9225589226
759	0.2362709944	0.9225589226
760	0.2362655999	0.9225589226
761	0.2362339521	0.9225589226
762	0.2359325781	0.9242424242
763	0.2358121262	0.9242424242
764	0.2357698948	0.9242424242
765	0.2356090096	0.9242424242
766	0.2355728149	0.9242424242
767	0.2355333836	0.9242424242
768	0.2355155046	0.9242424242
769	0.2344320021	0.9259259259
770	0.2344183617	0.9259259259
771	0.2343762844	0.9259259259
772	0.2342821629	0.9259259259
773	0.2342156818	0.9259259259
774	0.2342008854	0.9259259259
775	0.2341699568	0.9259259259
776	0.2341610687	0.9259259259
777	0.2341067895	0.9259259259
778	0.2337966046	0.9259259259
779	0.2337666521	0.9259259259
780	0.2337073638	0.9259259259
781	0.233702483	0.9259259259
782	0.2336537268	0.9259259259
783	0.233574864	0.9242424242
784	0.2333606502	0.9242424242
785	0.2333539712	0.9242424242
786	0.2330285018	0.9259259259
787	0.2329473014	0.9259259259
788	0.2328614771	0.9259259259
789	0.2327493481	0.9259259259
790	0.2327053699	0.9259259259
791	0.232639865	0.9259259259
792	0.2326073438	0.9259259259
793	0.232572228	0.9259259259
794	0.2325144553	0.9259259259
795	0.232500969	0.9259259259
796	0.2324305062	0.9259259259
797	0.2324044584	0.9259259259
798	0.2322844688	0.9242424242
799	0.2314707952	0.9242424242
800	0.2311721956	0.9259259259
801	0.2311543166	0.9259259259
802	0.2311315569	0.9259259259
803	0.2310706501	0.9259259259
804	0.2307978672	0.9259259259
805	0.2307858965	0.9259259259
806	0.2307445899	0.9259259259
807	0.2305895873	0.9276094276
808	0.2305164016	0.9276094276
809	0.2304620711	0.9292929293
810	0.2303863166	0.9292929293
811	0.2303821808	0.9292929293
812	0.2302761913	0.9276094276
813	0.2300359553	0.9276094276
814	0.2300036652	0.9276094276
815	0.2299914119	0.9276094276
816	0.2299010152	0.9276094276
817	0.2297599099	0.9259259259
818	0.2294918279	0.9259259259
819	0.229481681	0.9259259259
820	0.2294416845	0.9259259259
821	0.229425912	0.9259259259
822	0.2293208472	0.9259259259
823	0.2292946966	0.9259259259
824	0.229288403	0.9259259259
825	0.229266902	0.9259259259
826	0.2292353826	0.9259259259
827	0.2291967732	0.9259259259
828	0.2291906338	0.9259259259
829	0.2291806924	0.9259259259
830	0.2290933526	0.9259259259
831	0.228879524	0.9259259259
832	0.2287893327	0.9259259259
833	0.2287531894	0.9259259259
834	0.2287470243	0.9259259259
835	0.2286629211	0.9259259259
836	0.2284459843	0.9259259259
837	0.2282810404	0.9259259259
838	0.228250009	0.9259259259
839	0.2281032267	0.9259259259
840	0.2276891843	0.9259259259
841	0.2276822485	0.9259259259
842	0.2274120344	0.9259259259
843	0.2273177073	0.9259259259
844	0.227298621	0.9259259259
845	0.2272921475	0.9259259259
846	0.2272710319	0.9259259259
847	0.2272204004	0.9259259259
848	0.2270788328	0.9259259259
849	0.2269466927	0.9259259259
850	0.2268519546	0.9259259259
851	0.2265969222	0.9259259259
852	0.2263382677	0.9242424242
853	0.226138953	0.9242424242
854	0.226065793	0.9242424242
855	0.2260481709	0.9242424242
856	0.2258346506	0.9242424242
857	0.225807678	0.9242424242
858	0.2256991197	0.9242424242
859	0.2256137835	0.9242424242
860	0.2255996807	0.9242424242
861	0.2255748402	0.9242424242
862	0.2255370015	0.9242424242
863	0.2255283446	0.9242424242
864	0.2254637131	0.9242424242
865	0.2254578305	0.9242424242
866	0.2254520249	0.9242424242
867	0.2254346083	0.9242424242
868	0.2253183949	0.9242424242
869	0.2253116132	0.9242424242
870	0.2252252752	0.9242424242
871	0.2252125082	0.9242424242
872	0.2251610033	0.9242424242
873	0.2250808562	0.9242424242
874	0.224665067	0.9242424242
875	0.2245585894	0.9242424242
876	0.2244211833	0.9242424242
877	0.2244107795	0.9242424242
878	0.2244034584	0.9242424242
879	0.2242311163	0.9242424242
880	0.2241398204	0.9242424242
881	0.2241245103	0.9242424242
882	0.2240318016	0.9242424242
