iter	Logloss	Accuracy
883	0.2240098639	0.9242424242
884	0.223973438	0.9242424242
885	0.2239003294	0.9242424242
886	0.2238484649	0.9242424242
887	0.2237482296	0.9242424242
888	0.2236969816	0.9242424242
889	0.2231825755	0.9259259259
890	0.2231616139	0.9259259259
891	0.2231471514	0.9259259259
892	0.2229304715	0.9259259259
893	0.2228947135	0.9259259259
894	0.2222687949	0.9276094276
895	0.2222515068	0.9276094276
896	0.2222238406	0.9276094276
897	0.2216604727	0.9276094276
898	0.2215022077	0.9276094276
899	0.2213411684	0.9276094276
900	0.2213349519	0.9276094276
901	0.2213218509	0.9276094276
902	0.2211248738	0.9276094276
903	0.2211155747	0.9276094276
904	0.2211054792	0.9276094276
905	0.2210937654	0.9276094276
906	0.2209108141	0.9276094276
907	0.2208699955	0.9276094276
908	0.2208550964	0.9276094276
909	0.2207119361	0.9276094276
910	0.2205642803	0.9276094276
911	0.2203229654	0.9276094276
912	0.2202538641	0.9276094276
913	0.220077566	0.9276094276
914	0.2200402154	0.9276094276
915	0.2200286043	0.9276094276
916	0.2200021969	0.9276094276
917	0.2199756866	0.9276094276
918	0.2199683141	0.9276094276
919	0.2199525929	0.9276094276
920	0.2197494507	0.9276094276
921	0.2197261258	0.9276094276
922	0.2196971752	0.9276094276
923	0.2196520667	0.9276094276
924	0.2193231551	0.9276094276
925	0.2191299798	0.9276094276
926	0.2191186256	0.9276094276
927	0.219113077	0.9276094276
928	0.2190993852	0.9276094276
929	0.2190783465	0.9276094276
930	0.2190686621	0.9276094276
931	0.21905384	0.9276094276
932	0.2189532964	0.9276094276
933	0.2189490835	0.9276094276
934	0.2188914649	0.9276094276
935	0.2188548335	0.9276094276
936	0.2188306096	0.9276094276
937	0.218676018	0.9276094276
938	0.2186396435	0.9276094276
939	0.2185699257	0.9276094276
940	0.2185365311	0.9276094276
941	0.218508608	0.9276094276
942	0.2184416132	0.9276094276
943	0.2184358847	0.9276094276
944	0.2184143066	0.9276094276
945	0.2183294328	0.9276094276
946	0.2183266071	0.9276094276
947	0.2177440502	0.9276094276
948	0.2175842439	0.9276094276
949	0.2175764604	0.9276094276
950	0.2175705007	0.9276094276
951	0.2175558842	0.9276094276
952	0.2175127794	0.9276094276
953	0.2175064601	0.9276094276
954	0.2174099752	0.9276094276
955	0.2173796888	0.9276094276
956	0.2171251188	0.9276094276
957	0.2170461533	0.9276094276
958	0.2170226999	0.9276094276
959	0.2169283472	0.9276094276
960	0.2169243141	0.9276094276
961	0.2168176824	0.9276094276
962	0.2166572596	0.9276094276
963	0.2166237366	0.9276094276
964	0.2164504697	0.9276094276
965	0.2164180512	0.9276094276
966	0.216356605	0.9276094276
967	0.2163377755	0.9276094276
968	0.2162664908	0.9276094276
969	0.216175683	0.9276094276
970	0.2160805082	0.9276094276
971	0.2160496053	0.9276094276
972	0.2159664013	0.9276094276
973	0.2157075927	0.9276094276
974	0.2156650017	0.9276094276
975	0.2156389281	0.9276094276
976	0.2155267478	0.9276094276
977	0.2154767072	0.9276094276
978	0.2154082995	0.9276094276
979	0.2152805007	0.9276094276
980	0.2152680676	0.9276094276
981	0.2152500345	0.9276094276
982	0.2151080302	0.9276094276
983	0.2150482024	0.9276094276
984	0.2149538111	0.9276094276
985	0.2148945613	0.9276094276
986	0.2148850181	0.9276094276
987	0.2148792254	0.9276094276
988	0.2147462119	0.9276094276
989	0.214735988	0.9276094276
990	0.2147071659	0.9276094276
991	0.2146146627	0.9276094276
992	0.2145561449	0.9276094276
993	0.2145133356	0.9276094276
994	0.2144212948	0.9276094276
995	0.2144058305	0.9276094276
996	0.2142562096	0.9276094276
997	0.2142402572	0.9276094276
998	0.2139784431	0.9276094276
999	0.2138713233	0.9276094276
